Date, Time, Ax, Ay, Az, Gx, Gy, Gz
2025-02-13,13:32:55,-0.74,-0.09,1.28,-23.56,-41.99,12.45
2025-02-13,13:32:56,-0.04,1.03,-0.29,23.07,15.20,99.06
2025-02-13,13:32:56,-0.37,0.97,0.64,-13.73,-15.26,-83.25
2025-02-13,13:32:57,-0.44,0.13,-0.38,-9.83,-1.77,64.33
2025-02-13,13:32:57,0.34,1.65,0.01,24.60,15.99,-94.67
2025-02-13,13:32:58,-0.27,0.80,-0.01,-28.75,-49.01,173.58
2025-02-13,13:32:58,-0.34,0.69,-0.33,74.89,69.46,-97.17
2025-02-13,13:32:59,0.23,0.96,-0.90,0.18,-195.07,-125.85
2025-02-13,13:32:59,-0.40,0.06,0.61,-51.76,-188.48,9.40
2025-02-13,13:33:0,-0.14,0.09,-0.44,-51.76,207.58,16.48
2025-02-13,13:33:0,-0.77,0.61,1.11,15.93,104.49,-205.20
2025-02-13,13:33:1,-0.07,1.65,-0.85,44.37,-162.17,-153.69
2025-02-13,13:33:1,-0.26,0.68,-0.32,-5.00,103.82,36.50
2025-02-13,13:33:2,-0.36,0.96,0.60,90.15,246.64,-49.68
2025-02-13,13:33:2,0.14,1.32,0.04,98.33,162.54,-127.81
2025-02-13,13:33:3,0.28,1.28,-1.06,30.76,-96.44,-21.06
2025-02-13,13:33:3,0.17,1.43,0.48,-5.19,-6.77,316.16
2025-02-13,13:33:4,-0.66,0.39,0.18,-54.75,-127.93,-138.85
2025-02-13,13:33:4,-0.78,0.90,0.17,39.00,20.63,47.61
2025-02-13,13:33:5,-0.58,0.65,0.40,-3.72,107.91,140.01
2025-02-13,13:33:5,-0.64,0.38,1.15,3.54,-6.77,0.49
2025-02-13,13:33:6,-0.69,0.19,1.32,9.16,-26.86,-130.49
2025-02-13,13:33:6,-0.59,0.24,-0.31,17.82,39.61,104.06
2025-02-13,13:33:7,-0.14,0.89,-0.63,-2.14,-41.08,-151.37
2025-02-13,13:33:7,-0.73,0.46,0.38,-11.90,-77.21,-62.44
2025-02-13,13:33:8,-0.58,-0.04,0.48,-5.19,86.49,58.65
2025-02-13,13:33:8,-0.62,1.22,0.26,143.43,110.53,162.90
2025-02-13,13:33:9,-0.64,0.03,0.62,32.71,-28.32,-59.08
2025-02-13,13:33:9,-0.73,0.26,0.65,38.33,35.83,11.72
2025-02-13,13:33:10,-0.82,0.25,0.47,-33.94,2.75,56.03
2025-02-13,13:33:10,-0.74,0.46,0.31,24.35,17.64,2.93
2025-02-13,13:33:11,-0.70,0.49,0.82,-12.88,2.38,-25.63
2025-02-13,13:33:11,-0.30,0.05,0.99,-28.69,-111.88,27.04
2025-02-13,13:33:12,-0.12,0.00,1.01,0.55,-20.39,0.61
2025-02-13,13:33:12,-0.09,-0.00,1.01,0.79,-0.43,0.18
2025-02-13,13:33:13,-0.09,-0.00,1.01,0.79,-0.49,0.18
2025-02-13,13:33:13,-0.10,-0.00,1.01,0.73,-0.49,0.18
2025-02-13,13:33:14,-0.09,-0.00,1.01,0.79,-0.43,0.18
2025-02-13,13:33:14,-0.09,-0.00,1.01,0.79,-0.43,0.18
2025-02-13,13:33:15,-0.09,-0.00,1.01,0.79,-0.43,0.24
2025-02-13,13:33:15,-0.09,-0.00,1.01,0.79,-0.49,0.18
2025-02-13,13:33:16,-0.10,-0.00,1.01,0.79,-0.43,0.18
2025-02-13,13:33:16,-0.09,-0.00,1.01,0.85,-0.43,0.24
2025-02-13,13:33:17,-0.09,-0.00,1.01,0.79,-0.43,0.18
2025-02-13,13:33:17,-0.09,-0.00,1.01,0.79,-0.49,0.24
2025-02-13,13:33:18,-0.09,-0.00,1.01,0.79,-0.43,0.18
2025-02-13,13:33:18,-0.09,-0.00,1.01,0.79,-0.49,0.24
2025-02-13,13:33:19,-0.09,-0.00,1.01,0.79,-0.49,0.18
2025-02-13,13:33:19,-0.09,-0.00,1.01,0.79,-0.43,0.24
2025-02-13,13:33:20,-0.10,-0.00,1.01,0.79,-0.49,0.24
2025-02-13,13:33:20,-0.09,-0.00,1.01,0.85,-0.43,0.24
2025-02-13,13:33:21,-0.09,-0.00,1.01,0.79,-0.43,0.18
2025-02-13,13:33:21,-0.09,-0.00,1.01,0.79,-0.43,0.18
2025-02-13,13:33:22,-0.09,-0.00,1.01,0.79,-0.43,0.18
2025-02-13,13:33:22,-0.09,-0.00,1.01,0.79,-0.43,0.18
2025-02-13,13:33:23,-0.09,-0.00,1.01,0.79,-0.43,0.24
2025-02-13,13:33:23,-0.09,-0.00,1.01,0.79,-0.49,0.18
2025-02-13,13:33:24,-0.09,-0.00,1.01,0.79,-0.43,0.18
2025-02-13,13:33:24,-0.10,-0.00,1.01,0.79,-0.43,0.18
2025-02-13,13:33:25,-0.09,-0.00,1.01,0.79,-0.49,0.18
2025-02-13,13:33:25,-0.09,-0.00,1.01,0.79,-0.43,0.24
2025-02-13,13:33:26,-0.10,-0.00,1.01,0.79,-0.49,0.18
2025-02-13,13:33:26,-0.10,0.00,1.02,0.67,-0.55,0.43
2025-02-13,13:33:27,-0.39,0.11,0.84,155.27,164.79,-37.54
2025-02-13,13:33:27,-0.23,0.96,-0.24,-0.67,-42.05,-198.18
2025-02-13,13:33:28,-0.47,0.04,1.01,35.40,-65.73,-7.20
2025-02-13,13:33:28,-0.29,0.93,-0.89,8.48,56.40,22.46
2025-02-13,13:33:29,0.08,0.64,1.02,-74.89,-125.98,58.29
2025-02-13,13:33:29,-0.42,0.25,0.82,29.79,191.16,6.47
2025-02-13,13:33:30,-0.71,0.76,-0.62,-2.26,-3.72,-19.23
2025-02-13,13:33:30,-0.53,0.37,-0.18,-28.99,-38.02,-23.44
2025-02-13,13:33:31,-0.58,0.38,-0.13,0.55,148.07,24.11
2025-02-13,13:33:31,-0.85,0.43,0.25,30.52,85.02,-10.31
2025-02-13,13:33:32,-0.46,0.27,1.08,26.00,-141.30,-42.18
2025-02-13,13:33:32,-0.50,1.23,-0.30,-0.67,187.01,67.87
2025-02-13,13:33:33,-0.78,0.31,0.14,-16.17,-64.39,-62.32
2025-02-13,13:33:33,-0.58,0.37,0.72,-24.84,-31.31,48.52
2025-02-13,13:33:34,0.07,0.14,1.08,-51.33,-115.97,-105.59
2025-02-13,13:33:34,0.14,0.62,0.70,-2.08,19.04,-22.58
2025-02-13,13:33:35,-0.47,0.68,0.64,29.97,33.75,-50.29
2025-02-13,13:33:35,-0.79,0.24,-0.24,11.84,132.45,-66.47
2025-02-13,13:33:36,-0.79,-0.03,-0.95,-20.69,40.47,5.43
2025-02-13,13:33:36,-0.77,0.20,-0.74,-34.67,-42.42,41.63
2025-02-13,13:33:37,-0.67,0.71,0.12,-22.71,-104.92,72.27
2025-02-13,13:33:37,0.10,0.92,0.26,-6.35,-47.91,54.69
2025-02-13,13:33:38,0.48,0.79,0.60,16.05,-19.23,-24.78
2025-02-13,13:33:38,0.19,0.82,0.65,-36.13,37.29,-20.63
2025-02-13,13:33:39,-0.23,0.61,0.76,-3.36,87.16,39.31
2025-02-13,13:33:39,-0.53,0.63,-0.76,119.69,-142.46,-80.93
2025-02-13,13:33:40,-0.69,0.69,-0.50,59.14,-151.98,-48.40
2025-02-13,13:33:40,-0.85,0.51,-0.61,43.64,-83.86,-47.79
2025-02-13,13:33:41,-0.76,0.02,-0.89,36.99,60.97,-9.77
2025-02-13,13:33:41,-0.40,0.81,-0.42,33.08,136.47,22.77
2025-02-13,13:33:42,-0.02,0.94,0.64,-92.90,-144.47,48.28
2025-02-13,13:33:42,-0.11,0.72,0.47,28.08,133.61,-115.42
2025-02-13,13:33:43,-0.30,0.25,-1.18,51.64,65.73,-14.53
2025-02-13,13:33:43,-0.54,0.15,0.23,-10.50,-199.22,-0.79
2025-02-13,13:33:44,0.04,0.64,0.61,79.90,-81.30,43.64
2025-02-13,13:33:44,0.27,0.81,0.40,7.02,49.50,50.42
2025-02-13,13:33:45,-0.11,1.27,-0.23,47.85,84.84,-211.79
2025-02-13,13:33:45,0.23,1.24,0.85,57.62,-120.24,61.46
2025-02-13,13:33:46,0.07,0.84,0.06,1.28,250.31,-77.58
2025-02-13,13:33:46,-0.61,0.46,-0.22,-43.76,-112.98,-153.50
2025-02-13,13:33:47,-0.64,-0.13,1.53,51.39,33.75,68.24
2025-02-13,13:33:47,-0.14,0.51,-0.72,20.87,293.03,71.17
2025-02-13,13:33:48,0.08,1.00,0.18,-67.44,-189.09,174.93
2025-02-13,13:33:48,0.95,0.49,0.69,-115.42,-46.33,77.45
2025-02-13,13:33:49,0.14,0.71,0.91,170.78,7.51,-129.21
2025-02-13,13:33:49,-0.73,0.64,-0.26,-18.98,28.69,2.69
2025-02-13,13:33:50,-0.31,0.79,0.43,16.42,10.38,-22.95
2025-02-13,13:33:50,-0.45,1.48,0.59,28.50,83.62,-20.57
2025-02-13,13:33:51,-0.21,1.42,0.64,57.56,67.14,-4.94
2025-02-13,13:33:51,-0.13,1.23,0.63,32.84,16.24,-22.52
2025-02-13,13:33:52,-0.33,0.74,0.59,-238.16,132.02,-25.21
2025-02-13,13:33:52,-0.52,0.44,-1.12,4.27,-61.28,-11.90
2025-02-13,13:33:53,-0.31,0.49,0.26,-15.69,-126.28,33.51
2025-02-13,13:33:53,-0.55,0.78,0.38,19.41,93.02,-35.40
2025-02-13,13:33:54,-0.73,0.32,-0.87,-24.84,22.64,21.85
2025-02-13,13:33:54,-0.70,0.83,0.63,11.84,-23.68,4.03
2025-02-13,13:33:55,0.50,0.63,0.84,14.47,-75.68,90.82
2025-02-13,13:33:55,0.10,0.75,0.57,143.74,100.77,-148.80
2025-02-13,13:33:56,-0.32,0.72,-0.03,-60.12,-74.65,-26.37
2025-02-13,13:33:56,0.45,0.60,0.72,0.49,-90.58,57.25
2025-02-13,13:33:57,0.29,0.68,0.48,31.49,124.39,-105.65
2025-02-13,13:33:57,-0.57,0.64,-0.44,-13.85,-6.90,45.53
2025-02-13,13:33:58,-0.58,0.84,-0.37,-35.52,22.58,-72.88
2025-02-13,13:33:58,-0.31,0.64,0.61,10.38,-68.42,-12.76
2025-02-13,13:33:59,0.55,0.95,0.81,18.37,-65.73,39.43
2025-02-13,13:33:59,0.06,0.91,-0.14,-1.04,134.89,-63.72
2025-02-13,13:34:0,0.11,0.66,0.86,25.82,-136.78,21.73
2025-02-13,13:34:0,0.53,0.86,0.45,10.99,60.00,20.94
2025-02-13,13:34:1,-0.34,0.89,0.27,-45.17,-2.69,-45.96
2025-02-13,13:34:1,-0.06,0.77,0.76,32.10,-35.83,20.94
2025-02-13,13:34:2,0.30,0.91,0.57,12.88,37.05,14.95
2025-02-13,13:34:2,-0.78,0.49,0.00,-11.72,-4.52,-46.20
2025-02-13,13:34:3,-0.39,0.73,0.52,-32.04,-34.24,52.12
2025-02-13,13:34:3,-0.36,0.70,0.66,38.27,71.47,-75.50
2025-02-13,13:34:4,-0.86,0.29,-0.32,34.06,41.14,-11.96
2025-02-13,13:34:4,-0.76,0.12,-0.83,-12.15,-20.20,13.31
2025-02-13,13:34:5,-0.50,0.42,-0.82,-36.44,-8.61,52.25
2025-02-13,13:34:5,-0.54,0.68,0.55,-33.69,-80.99,-85.02
2025-02-13,13:34:6,-0.83,0.21,0.34,33.39,40.95,-28.20
2025-02-13,13:34:6,-0.85,0.20,-0.34,41.26,23.32,26.67
2025-02-13,13:34:7,-0.94,0.41,-0.42,-40.53,2.32,-33.81
2025-02-13,13:34:7,-0.48,0.42,0.59,28.75,-191.59,62.68
2025-02-13,13:34:8,-0.13,1.07,0.98,-25.09,19.96,81.54
2025-02-13,13:34:8,-0.38,0.47,0.72,167.91,205.44,-136.60
2025-02-13,13:34:9,-0.37,0.67,0.32,-171.26,-182.31,7.93
2025-02-13,13:34:9,-0.52,0.73,-0.27,-84.78,-77.21,-6.29
2025-02-13,13:34:10,-0.47,0.73,-0.18,55.36,143.68,60.55
2025-02-13,13:34:10,-0.43,0.58,1.12,31.19,-32.35,-22.83
2025-02-13,13:34:11,-0.46,1.03,-0.24,2.62,-28.32,-8.06
2025-02-13,13:34:11,-0.63,0.48,-0.24,-34.91,-48.95,-52.37
2025-02-13,13:34:12,-0.16,0.62,1.06,-90.82,-136.17,135.31
2025-02-13,13:34:12,0.35,0.49,0.74,-3.17,-28.44,-35.77
2025-02-13,13:34:13,-0.02,0.57,0.94,-3.54,51.39,-10.86
2025-02-13,13:34:13,-0.62,0.60,0.43,19.23,76.42,16.97
2025-02-13,13:34:14,-0.76,0.64,0.03,33.02,24.11,-4.33
2025-02-13,13:34:14,-0.76,0.55,-0.29,46.51,9.70,-4.82
2025-02-13,13:34:15,-0.84,0.38,-0.60,-74.16,-45.47,-41.02
2025-02-13,13:34:15,0.01,0.72,0.51,22.46,-200.50,138.73
2025-02-13,13:34:16,0.74,0.67,0.62,17.03,-10.38,-57.31
2025-02-13,13:34:16,-0.19,0.64,0.61,74.28,166.44,23.74
2025-02-13,13:34:17,-0.44,1.18,-0.12,-2.87,27.95,-91.98
2025-02-13,13:34:17,-0.59,0.48,0.55,47.97,-62.19,0.12
2025-02-13,13:34:18,-0.27,0.27,0.94,-5.07,-43.46,5.92
2025-02-13,13:34:18,-0.61,0.72,0.20,29.72,18.86,14.95
2025-02-13,13:34:19,-0.49,0.86,-0.39,55.79,43.88,16.78
2025-02-13,13:34:19,-0.69,0.29,-0.03,9.64,-152.16,4.15
2025-02-13,13:34:20,-0.41,0.84,0.57,4.64,-87.52,9.89
2025-02-13,13:34:20,0.10,0.92,0.67,-40.71,-36.87,15.01
2025-02-13,13:34:21,0.62,0.22,0.98,-48.28,-46.94,6.59
2025-02-13,13:34:21,-0.50,0.31,0.47,-9.16,156.13,44.37
2025-02-13,13:34:22,-0.73,0.66,-0.02,4.94,-83.92,-51.51
2025-02-13,13:34:22,0.31,0.40,0.45,-38.94,-111.51,211.18
2025-02-13,13:34:23,0.51,0.67,0.67,-5.37,-31.31,-36.80
2025-02-13,13:34:23,0.35,0.87,1.05,-10.50,198.30,13.85
2025-02-13,13:34:24,-0.57,0.66,0.18,60.55,21.91,-10.13
2025-02-13,13:34:24,-0.74,0.78,0.09,20.94,-16.91,20.32
2025-02-13,13:34:25,-0.47,0.54,0.44,10.50,-21.67,57.07
2025-02-13,13:34:25,0.14,0.96,0.54,-16.48,-35.40,13.06
2025-02-13,13:34:26,-0.33,0.76,0.64,10.93,32.71,5.37
2025-02-13,13:34:26,-0.23,0.87,0.60,-6.96,-7.20,-5.92
2025-02-13,13:34:27,-0.30,0.78,0.62,-3.36,-7.51,-4.82
2025-02-13,13:34:27,-0.29,0.74,0.67,-7.57,-31.62,-107.12
2025-02-13,13:34:28,-1.00,0.55,-0.20,2.32,13.24,31.07
2025-02-13,13:34:28,0.04,0.98,0.44,-50.54,-59.75,102.05
2025-02-13,13:34:29,0.16,0.81,0.73,-8.36,30.15,-85.63
2025-02-13,13:34:29,-0.83,0.60,-0.01,7.87,39.49,-6.53
2025-02-13,13:34:30,-0.81,0.55,-0.25,-0.49,98.45,-2.99
2025-02-13,13:34:30,-0.89,0.12,-0.12,-3.11,-91.43,-32.59
2025-02-13,13:34:31,-0.43,0.77,0.59,8.42,-52.00,48.10
2025-02-13,13:34:31,-0.26,0.43,0.94,36.38,39.92,-9.58
2025-02-13,13:34:32,-0.47,0.61,0.47,31.31,15.38,-22.95
2025-02-13,13:34:32,0.29,0.85,0.47,2.81,-36.32,105.83
2025-02-13,13:34:33,0.72,0.68,0.31,-21.91,-18.86,-22.03
2025-02-13,13:34:33,0.48,0.73,0.68,21.67,57.74,-77.21
2025-02-13,13:34:34,-0.45,0.78,0.50,-64.45,66.89,-27.65
2025-02-13,13:34:34,-1.01,0.02,-0.17,-16.97,-32.10,-4.15
2025-02-13,13:34:35,-0.38,1.03,0.32,-38.57,-19.90,15.14
2025-02-13,13:34:35,0.32,1.02,0.64,-29.30,-59.39,88.50
2025-02-13,13:34:36,0.66,0.59,0.28,3.17,-0.31,-30.64
2025-02-13,13:34:36,-0.58,0.63,0.26,-7.08,101.38,-75.01
2025-02-13,13:34:37,-0.89,0.14,-0.08,-21.12,-93.75,-19.65
2025-02-13,13:34:37,-0.81,0.18,-0.49,31.86,35.83,27.10
2025-02-13,13:34:38,-0.09,0.93,-0.80,-99.37,-20.20,-15.08
2025-02-13,13:34:38,-0.45,0.70,0.70,-9.46,-50.60,-8.00
2025-02-13,13:34:39,-0.05,0.89,0.71,31.19,-70.98,55.30
2025-02-13,13:34:39,-0.61,0.52,-0.02,-45.04,205.51,24.96
2025-02-13,13:34:40,-0.64,0.71,-0.15,-31.25,2.56,77.45
2025-02-13,13:34:40,0.05,0.99,0.62,-30.64,-62.50,11.17
2025-02-13,13:34:41,0.31,0.74,0.84,-3.60,-49.99,19.90
2025-02-13,13:34:41,-0.49,0.63,0.46,4.21,93.81,-31.19
2025-02-13,13:34:42,-0.81,0.57,-0.06,8.85,75.93,-8.73
2025-02-13,13:34:42,-0.68,0.30,-0.70,2.01,-97.23,-23.93
2025-02-13,13:34:43,-0.78,0.57,0.31,-13.49,-30.33,30.21
2025-02-13,13:34:43,0.52,0.72,0.74,8.06,-60.85,66.83
2025-02-13,13:34:44,0.91,0.75,0.50,344.24,47.06,-105.41
2025-02-13,13:34:44,-0.01,1.00,0.41,-20.45,-13.67,-110.66
2025-02-13,13:34:45,-0.45,0.67,0.37,-30.46,-39.00,28.87
2025-02-13,13:34:45,0.13,0.86,0.53,-2.38,-50.66,28.08
2025-02-13,13:34:46,0.52,0.66,0.47,22.22,46.51,40.83
2025-02-13,13:34:46,0.70,1.46,-0.04,81.67,224.06,-192.99
2025-02-13,13:34:47,-0.48,0.71,0.33,52.98,-79.10,-8.91
2025-02-13,13:34:47,-0.30,0.71,0.39,-26.92,-89.48,-13.06
2025-02-13,13:34:48,-0.19,0.77,0.51,-5.31,-27.34,23.50
2025-02-13,13:34:48,0.77,0.82,0.58,-5.19,-59.45,44.25
2025-02-13,13:34:49,-0.13,0.83,0.57,16.72,76.05,-72.33
2025-02-13,13:34:49,-0.75,0.56,-0.19,37.41,87.95,-31.74
2025-02-13,13:34:50,-0.71,0.54,-0.75,-60.85,-68.79,-52.31
2025-02-13,13:34:50,0.65,1.03,0.62,-25.82,-58.29,214.60
2025-02-13,13:34:51,0.27,1.12,-0.08,-5.07,-18.55,-33.51
2025-02-13,13:34:51,0.37,1.05,0.22,18.98,27.53,-40.22
2025-02-13,13:34:52,-0.75,0.42,-0.37,8.61,8.91,88.75
2025-02-13,13:34:52,0.32,1.03,0.30,-35.71,-154.66,86.00
2025-02-13,13:34:53,0.62,0.76,0.22,-26.25,-55.05,3.17
2025-02-13,13:34:53,0.76,0.94,0.33,-11.96,147.77,-115.54
2025-02-13,13:34:54,-0.26,0.64,0.05,-3.48,-19.41,119.08
2025-02-13,13:34:54,1.34,0.73,0.28,-23.25,175.23,-109.74
2025-02-13,13:34:55,-0.58,-0.05,0.24,148.93,-154.48,95.64
2025-02-13,13:34:55,1.12,0.74,0.18,-21.18,36.62,-76.42
2025-02-13,13:34:56,0.18,0.88,0.60,10.01,108.95,-67.81
2025-02-13,13:34:56,-0.69,0.41,0.41,32.90,-0.43,-13.12
2025-02-13,13:34:57,0.89,0.91,0.17,-44.19,21.18,156.62
2025-02-13,13:34:57,0.25,0.99,0.19,60.61,-32.96,-325.74
2025-02-13,13:34:58,-0.65,1.03,-0.41,-35.71,-26.73,40.53
2025-02-13,13:34:58,1.30,1.20,0.26,-82.58,4.70,195.86
2025-02-13,13:34:59,-0.23,0.77,0.13,45.96,47.67,-181.40
2025-02-13,13:34:59,-0.84,0.41,-0.03,-10.19,-21.55,-15.14
2025-02-13,13:35:0,-0.54,0.87,0.23,5.13,-36.01,47.49
2025-02-13,13:35:0,0.34,1.13,0.30,-23.01,-29.54,63.17
2025-02-13,13:35:1,-0.10,0.89,0.26,-3.23,18.43,-13.55
2025-02-13,13:35:1,-0.28,0.70,0.44,19.35,41.93,-114.26
2025-02-13,13:35:2,-0.99,0.35,-0.16,-32.29,38.82,2.87
2025-02-13,13:35:2,-0.92,0.42,-0.17,5.13,21.61,-46.81
2025-02-13,13:35:3,-0.58,0.69,0.04,105.41,-226.38,258.06
2025-02-13,13:35:3,0.72,0.93,-0.00,-8.48,55.85,-88.75
2025-02-13,13:35:4,-0.35,0.95,0.16,-7.51,9.34,3.54
2025-02-13,13:35:4,-0.25,1.10,0.17,2.14,14.77,-43.33
2025-02-13,13:35:5,-0.69,0.73,0.09,-0.85,-2.69,5.19
2025-02-13,13:35:5,-0.61,0.74,0.13,-1.89,-13.18,42.72
2025-02-13,13:35:6,-0.14,0.95,0.26,-10.31,-0.43,10.80
2025-02-13,13:35:6,-0.16,1.00,0.25,-1.89,3.11,1.34
2025-02-13,13:35:7,-0.19,0.97,0.26,-0.37,-4.21,5.43
2025-02-13,13:35:7,-0.57,0.81,-0.44,162.11,15.69,13.92
2025-02-13,13:35:8,-0.33,1.01,0.00,30.15,20.39,-57.86
2025-02-13,13:35:8,0.05,1.09,0.44,-24.23,73.43,-0.31
2025-02-13,13:35:9,-0.08,1.05,0.21,12.57,-18.80,15.93
2025-02-13,13:35:9,-0.08,1.02,0.25,7.51,2.56,5.00
2025-02-13,13:35:10,-0.23,1.07,0.14,-2.69,-0.92,15.99
2025-02-13,13:35:10,-0.30,0.63,0.62,-67.63,22.77,-16.91
2025-02-13,13:35:11,-0.31,0.99,0.29,17.82,-20.81,-4.46
2025-02-13,13:35:11,-0.14,1.28,0.22,-18.25,-0.79,11.66
2025-02-13,13:35:12,0.01,0.97,0.33,6.90,8.24,26.37
2025-02-13,13:35:12,0.12,0.90,0.46,-19.47,46.88,-42.30
2025-02-13,13:35:13,-0.29,0.24,0.87,-2.56,-29.91,3.17
2025-02-13,13:35:13,-0.86,-0.00,0.53,-18.01,-113.53,83.56
2025-02-13,13:35:14,-0.23,0.27,0.96,58.65,-39.79,-1.34
2025-02-13,13:35:14,-0.22,0.58,0.66,-24.35,38.09,-16.17
2025-02-13,13:35:15,-0.20,0.56,0.95,-4.21,-10.38,-9.89
2025-02-13,13:35:15,-0.20,0.56,0.79,-1.59,-10.01,-9.83
2025-02-13,13:35:16,-0.21,0.52,0.92,6.16,-0.67,-4.15
2025-02-13,13:35:16,-0.30,0.53,0.87,1.40,6.71,4.64
2025-02-13,13:35:17,-0.20,0.50,0.86,1.71,-7.63,-6.65
2025-02-13,13:35:17,-0.24,0.51,0.79,10.38,-6.10,-8.67
2025-02-13,13:35:18,-0.26,0.49,0.81,-3.54,7.20,-1.40
2025-02-13,13:35:18,-0.27,0.54,0.80,2.20,1.89,-0.43
2025-02-13,13:35:19,-0.42,0.29,1.09,-85.08,85.94,47.91
2025-02-13,13:35:19,-0.50,0.57,0.66,-16.30,-1.34,3.48
2025-02-13,13:35:20,-0.45,0.50,0.90,6.96,-19.71,-3.30
2025-02-13,13:35:20,-0.59,0.67,0.46,-110.11,104.80,-0.43
2025-02-13,13:35:21,-0.94,-0.03,0.29,52.49,-3.85,-16.42
2025-02-13,13:35:21,-0.91,-0.57,-0.18,65.92,26.92,-53.28
2025-02-13,13:35:22,-0.78,0.12,0.72,68.18,-24.78,12.27
2025-02-13,13:35:22,-0.61,0.57,0.62,30.64,-15.20,19.53
2025-02-13,13:35:23,-0.71,0.56,-0.26,41.50,24.35,-22.64
2025-02-13,13:35:23,-0.29,-0.37,-0.74,93.81,104.00,-209.11
2025-02-13,13:35:24,0.17,-0.54,-0.77,-17.88,-3.11,-9.58
2025-02-13,13:35:24,0.18,0.14,-0.90,-104.92,-27.10,64.58
2025-02-13,13:35:25,-0.09,0.02,-1.33,-105.16,-108.22,-42.54
2025-02-13,13:35:25,-0.45,-0.04,-1.00,-30.76,-10.80,32.23
2025-02-13,13:35:26,0.00,0.55,-0.34,39.25,98.75,-12.27
2025-02-13,13:35:26,-0.00,-0.04,-1.04,58.78,-4.52,63.78
2025-02-13,13:35:27,0.36,0.30,-1.14,-2.20,-26.55,-152.89
2025-02-13,13:35:27,1.34,1.54,-0.80,90.82,-13.92,102.54
2025-02-13,13:35:28,0.07,0.21,-0.99,-6.47,10.99,28.38
2025-02-13,13:35:28,0.55,0.45,-1.06,3.30,-15.63,-34.97
2025-02-13,13:35:29,-0.56,-0.67,-1.11,8.42,48.95,146.12
2025-02-13,13:35:29,0.15,0.61,-0.77,-32.41,-29.24,-111.08
2025-02-13,13:35:30,0.22,0.32,-0.95,29.17,18.25,-16.66
2025-02-13,13:35:30,0.37,0.33,-1.14,-0.92,-35.03,11.96
2025-02-13,13:35:31,0.43,0.06,-0.90,72.08,-29.36,98.94
2025-02-13,13:35:31,0.27,-0.10,-0.91,30.40,-28.38,23.19
2025-02-13,13:35:32,0.15,-0.18,-0.97,0.06,-7.63,-0.49
2025-02-13,13:35:32,0.17,-0.05,-1.03,-17.15,-2.38,27.16
2025-02-13,13:35:33,0.12,0.02,-1.01,-5.92,-4.27,2.69
2025-02-13,13:35:33,0.13,-0.05,-0.98,2.44,-3.72,5.49
2025-02-13,13:35:34,0.10,0.01,-0.99,-12.27,-1.04,-3.97
2025-02-13,13:35:34,0.09,-0.02,-1.10,-11.17,-15.20,16.05
2025-02-13,13:35:35,-0.08,0.11,-0.95,3.05,9.46,-1.22
2025-02-13,13:35:35,0.05,0.08,-1.03,6.16,5.31,-0.73
2025-02-13,13:35:36,0.05,0.03,-0.98,1.53,1.89,0.92
2025-02-13,13:35:36,0.16,0.17,-1.09,-83.80,-72.33,-118.84
2025-02-13,13:35:37,-0.09,0.22,-0.93,26.12,-10.80,-16.85
2025-02-13,13:35:37,-0.04,0.21,-0.80,218.02,-19.23,162.60
2025-02-13,13:35:38,-0.29,0.42,-0.78,18.74,-10.44,8.06
2025-02-13,13:35:38,-0.66,0.90,-0.30,-15.99,-19.41,-39.92
2025-02-13,13:35:39,-0.14,1.90,-0.58,189.33,32.71,113.59
2025-02-13,13:35:39,-0.47,-0.02,-0.86,-19.78,2.62,76.17
2025-02-13,13:35:40,-0.54,-0.60,-0.83,0.37,32.29,-19.71
2025-02-13,13:35:40,-0.09,1.77,-0.78,-174.74,34.79,-245.85
2025-02-13,13:35:41,-0.05,0.40,-0.72,47.61,-88.68,286.62
2025-02-13,13:35:41,-0.72,0.62,-0.98,-1.83,-54.44,-4.15
2025-02-13,13:35:42,-0.42,0.25,0.80,-0.12,3.42,8.36
2025-02-13,13:35:42,-0.32,0.14,1.02,-32.71,-8.48,-2.81
2025-02-13,13:35:43,0.79,-0.30,-0.31,397.64,722.72,128.48
2025-02-13,13:35:43,-0.08,0.20,-0.96,-1.95,-8.36,-1.04
2025-02-13,13:35:44,-0.08,0.22,-0.96,0.31,-2.99,0.49
2025-02-13,13:35:44,-0.58,0.29,1.29,26.25,-0.92,-9.03
2025-02-13,13:35:45,-0.47,0.22,0.88,7.45,6.71,5.07
2025-02-13,13:35:45,-0.40,0.15,0.91,1.40,-10.86,3.36
2025-02-13,13:35:46,0.81,-0.34,-1.69,150.76,372.38,69.82
2025-02-13,13:35:46,-0.11,0.09,-0.94,-5.62,-1.46,4.52
2025-02-13,13:35:47,-0.10,0.17,-1.21,-1.10,8.18,-5.55
2025-02-13,13:35:47,-0.43,0.18,0.72,-14.59,-15.20,-0.73
2025-02-13,13:35:48,-0.40,0.03,0.83,-60.30,-5.31,-1.16
2025-02-13,13:35:48,-0.15,0.11,2.02,14.40,225.16,28.99
2025-02-13,13:35:49,-0.28,0.41,-0.91,5.92,-1.34,2.62
2025-02-13,13:35:49,-0.31,0.42,-0.94,-34.55,-160.64,-22.28
2025-02-13,13:35:50,-0.35,0.44,0.70,-21.30,-1.53,-7.87
2025-02-13,13:35:50,-0.21,0.14,0.97,-38.82,-4.70,-42.60
